,user_id,country
1258,155612452,AU
1259,28621497,AU
1260,3143126,AU
1261,3870376,AU
1262,151064881,AU
1263,101831725,AU
1264,138144964,AU
1265,16514642,AU
1266,20710404,AU
1267,81030399,AU
1268,89310618,AU
1269,22276070,AU
1270,111745799,AU
1271,22824800,AU
1272,142320824,AU
1308,52870273,AU
1321,25545124,AU
1328,32862758,AU
1333,138868267,AU
1334,57725883,AU
1348,7407123,AU
1349,51227238,AU
1354,10326608,AU
1356,52805107,AU
1361,32467646,AU
1363,13906136,AU
1364,120702210,AU
1368,61141834,AU
1369,4901961,AU
1370,28555752,AU
1401,52645070,AU
1404,155007415,AU
1435,129181424,AU
1436,17994985,AU
1441,6716390,AU
1453,48019782,AU
1455,135762552,AU
1456,15847499,AU
1459,78882313,AU
1461,28758901,AU
1463,21982051,AU
1464,36819318,AU
1465,56397934,AU
1466,14534785,AU
1468,1108056,AU
1469,19181243,AU
1470,2214799,AU
1471,11375137,AU
1475,80033559,AU
1482,5365999,AU
1487,30813900,AU
1488,34454544,AU
1489,22365152,AU
1498,9389992,AU
1500,25781525,AU
1505,31006810,AU
1508,10890208,AU
1509,6917862,AU
1510,19832827,AU
1512,53385361,AU
1513,5856247,AU
1515,4542979,AU
1517,5454475,AU
1518,23223005,AU
1521,5448792,AU
1522,12933866,AU
1523,51293747,AU
1524,3264457,AU
1525,5691412,AU
1526,5591031,AU
1528,26416859,AU
1529,32333382,AU
1530,50066399,AU
1531,11580881,AU
1532,7309666,AU
1534,4015835,AU
1536,29816984,AU
1537,38672507,AU
1538,64318901,AU
1539,11177071,AU
1542,32342930,AU
1544,5056662,AU
1545,5910861,AU
1547,13487611,AU
1548,11818290,AU
1549,3842653,AU
1550,13323030,AU
1551,8460201,AU
1552,35924884,AU
1553,6039696,AU
1554,15154637,AU
1557,49089020,AU
1558,57354360,AU
1559,11431921,AU
1560,41664104,AU
1561,3673972,AU
1562,23384676,AU
1563,144903218,SC
1564,127519090,SC
1566,5939972,SC
1567,154156276,SC
1568,107143408,SC
1570,43365665,SC
1571,10862725,SC
1573,72959286,SC
1575,151967843,SC
1576,154377369,SC
1578,62929243,SC
1579,150175497,SC
1580,151590200,SC
1582,151462453,SC
1583,153030334,SC
1584,152973991,SC
1585,134952782,SC
1586,39902584,SC
1587,28869167,SC
1588,7863036,SC
1590,24135762,SC
1591,36678668,SC
1592,82267029,SC
1593,24924464,SC
1594,17941487,SC
1595,41462334,SC
1596,54154678,SC
1597,38027814,SC
1598,47033123,SC
1599,55717898,SC
1600,20542824,SC
1601,36706587,SC
1602,4895310,SC
1603,76453198,SC
1604,30817744,NZ
1605,134977877,NZ
1606,6245313,NZ
1607,11995655,NZ
1608,87993607,NZ
1609,79324789,NZ
1610,5460316,NZ
1611,63531944,NZ
1612,25867535,NZ
1613,55240303,NZ
1614,16652861,NZ
1615,5720552,NZ
1616,154331948,NZ
1617,5558652,NZ
1618,116230893,NZ
1619,14742654,NZ
1620,9826651,NZ
1621,4617856,NZ
1622,120647065,NZ
1623,36088919,NZ
1624,13400128,NZ
1625,25959228,NZ
1626,29511289,NZ
1627,21924792,NZ
1628,128362663,NZ
1629,49820024,NZ
1630,63985331,NZ
1631,103904212,NZ
1632,97745086,NZ
1633,159468264,NZ
1634,4859940,NZ
1635,4823153,NZ
1636,15873584,NZ
1637,56091340,NZ
1638,3076351,NZ
1639,5866162,NZ
1640,111165220,NZ
1641,149599826,NZ
1642,22650317,NZ
1643,2976142,NZ
1644,63049238,NZ
1645,23982359,NZ
1646,5661715,NZ
1647,119949394,NZ
1648,10323154,NZ
1649,79512790,NZ
1650,40247366,NZ
1651,1969584,NZ
1652,161265554,NZ
1653,7515420,NZ
1654,133608997,NZ
1655,112635049,NZ
1656,2561839,NZ
1657,139281643,NZ
1658,15839155,NZ
1659,31865135,NZ
1660,22892604,NZ
1661,25560635,NZ
1662,125080390,NZ
1663,51567928,NZ
1664,3442094,NZ
1665,9056424,NZ
1666,148979489,NZ
1667,129309214,NZ
1668,115417064,NZ
1669,130743280,NZ
1670,49721745,NZ
1671,152670163,NZ
1672,13569883,NZ
1673,134469422,NZ
1674,29203781,NZ
1675,14717966,NZ
1676,153466513,NZ
1677,16173790,NZ
1678,154163063,NZ
1679,18219829,NZ
1680,31591928,NZ
1681,5704791,NZ
1682,40940518,NZ
1683,158263539,NZ
1684,107869117,NZ
1685,38102514,NZ
1686,5384354,NZ
1687,124946960,NZ
1688,118560285,NZ
1689,46666492,NZ
1690,127855343,NZ
1691,36841345,NZ
1692,4096355,NZ
1693,3923247,NZ
1694,106211452,NZ
1695,129474781,NZ
1696,37478389,NZ
1697,139857974,NZ
1698,129445380,NZ
1699,44378707,NZ
1700,39062378,NZ
1725,74625627,NZ
1733,45972682,NZ
1743,100588941,NZ
1744,30079754,NZ
1748,137669305,NZ
1752,51267369,NZ
1754,5714847,NZ
1756,941876,NZ
1758,136161362,NZ
1760,10117401,NZ
1764,137612110,NZ
1765,716890,NZ
1767,12437734,NZ
1770,16539097,NZ
1771,161327083,NZ
1772,73039266,NZ
1776,52663,NZ
1778,138641475,NZ
1780,150283923,NZ
1781,43920442,NZ
1782,117525482,NZ
1783,56934363,NZ
1785,23086535,NZ
1792,19662974,NZ
1794,60653155,NZ
1797,95363783,NZ
1821,114371974,NZ
1830,99975719,NZ
1842,120820065,NZ
1849,129359648,NZ
1852,120767309,NZ
1853,407712,NZ
1862,14408849,NZ
1864,154669250,NZ
1865,5869783,NZ
1866,85284435,NZ
1870,40703017,NZ
1872,22358797,NZ
1874,23191346,NZ
1877,16800062,NZ
1880,95415507,NZ
1882,55185322,NZ
1883,24369685,NZ
1885,108792888,NZ
1886,14874437,NZ
1891,97995981,NZ
1892,32762772,NZ
1894,111863869,NZ
1895,36573610,NZ
1910,51649609,NZ
1913,37849334,NZ
1915,29107203,NZ
1919,9282697,NZ
1920,34715306,NZ
1922,17989838,NZ
1923,28892382,NZ
1927,2214498,NZ
1928,33816538,NZ
1931,16048143,NZ
1933,32757587,NZ
1934,27188391,NZ
1936,5277400,NZ
1937,382536,NZ
1938,13288218,NZ
1939,25113574,NZ
1941,882302,NZ
1942,5594267,NZ
1943,26801470,NZ
1944,3283584,NZ
1945,2324650,NZ
1946,2126679,NZ
1947,3209040,NZ
1948,27574529,NZ
1949,1251066,NZ
1950,40772998,NZ
1951,8020367,NZ
1952,26491510,NZ
1953,56849883,NZ
1954,80214096,NZ
1955,2410413,NZ
1956,27131594,NZ
1957,549698,NZ
1958,17610016,NZ
1960,4479894,NZ
1962,27986103,NZ
1964,604059,NZ
1968,30043212,NZ
1970,23677233,NZ
1971,2269664,NZ
1973,14438422,NZ
1974,29555977,NZ
1975,4036326,NZ
1976,11758600,NZ
1978,7366958,NZ
1979,16107906,NZ
1980,32087928,NZ
1981,5224880,NZ
1982,4078732,NZ
1983,2739252,NZ
1984,4759853,NZ
1985,7120748,NZ
1986,26836727,NZ
1987,15160202,NZ
1988,3157657,NZ
1989,10171516,IE
1990,2752994,IE
1991,115473,IE
1992,143874361,IE
1993,7182017,IE
1994,121112807,IE
1995,26259115,IE
1996,142657721,IE
1997,1903072,IE
1998,22641397,IE
1999,93334410,IE
2000,16768476,IE
2001,67893856,IE
2002,80652086,IE
2003,29398103,IE
2004,66513638,IE
2005,83102676,IE
2006,51041100,IE
2007,55628750,IE
2008,101898396,IE
2009,17998352,IE
2010,17850240,IE
2011,78338759,IE
2012,134706169,IE
2013,114976189,IE
2014,33083869,IE
2015,82541733,IE
2016,63564798,IE
2017,120092354,IE
2018,20163413,IE
2019,51106307,IE
2020,113378212,IE
2021,63168028,IE
2022,4930230,IE
2023,15939692,IE
2024,159718036,IE
2025,5387467,IE
2026,138626010,IE
2027,15449731,IE
2028,2992522,IE
2029,7099160,IE
2030,117618788,IE
2031,106758112,IE
2032,150372944,IE
2033,50937119,IE
2034,873807,IE
2035,23225622,IE
2036,107555712,IE
2037,76410353,IE
2038,59371842,IE
2039,3303223,IE
2040,2681409,IE
2041,1234758,IE
2042,18551115,IE
2043,38409450,IE
2044,158962875,IE
2045,92712190,IE
2046,38788796,IE
2047,74306462,IE
2048,145401369,IE
2049,152914956,IE
2050,7725301,IE
2051,59566703,IE
2052,134086528,IE
2053,23321099,IE
2054,157163677,IE
2055,5553098,IE
2056,5951897,IE
2057,15644998,IE
2058,74592505,IE
2059,94760063,IE
2060,130974561,IE
2061,104359140,IE
2062,36869141,IE
2063,156409346,IE
2064,21146605,IE
2065,41281126,IE
2066,145360003,IE
2067,138288399,IE
2068,144991776,IE
2069,135321802,IE
2070,117265184,IE
2071,47984460,IE
2072,46381672,IE
2073,10265803,IE
2074,141736294,IE
2075,127301539,IE
2076,4073229,IE
2077,110252328,IE
2078,110908459,IE
2079,58080819,IE
2080,12379075,IE
2081,48620299,IE
2082,23233462,IE
2083,58684696,IE
2084,152022230,IE
2119,40100944,IE
2123,102987187,IE
2126,54358037,IE
2127,123719177,IE
2128,27371789,IE
2134,7708524,IE
2135,28377598,IE
2145,153305660,IE
2146,54294420,IE
2147,40201664,IE
2151,46567620,IE
2153,85555385,IE
2156,51827138,IE
2157,31622040,IE
2158,50688242,IE
2159,16926279,IE
2160,111869451,IE
2162,33302561,IE
2163,62688331,IE
2164,75883247,IE
2165,107987032,IE
2166,7477266,IE
2167,46346297,IE
2170,10620436,IE
2171,75389154,IE
2172,118684705,IE
2173,130381923,IE
2174,81431515,IE
2175,112990141,IE
2176,142573762,IE
2178,26760286,IE
2179,46182309,IE
2180,66096676,IE
2181,25680962,IE
2192,59046353,IE
2215,70264948,IE
2225,141114729,IE
2228,39595324,IE
2231,146555691,IE
2232,9450573,IE
2237,11929852,IE
2243,3729776,IE
2247,12099932,IE
2249,30254656,IE
2251,13080935,IE
2253,5929202,IE
2255,3521060,IE
2257,18969761,IE
2259,27247397,IE
2260,87613921,IE
2262,10337694,IE
2264,9702629,IE
2265,19985694,IE
2266,10029765,IE
2267,1900614,IE
2268,128447654,IE
2270,133269909,IE
2272,8799035,IE
2273,27215791,IE
2274,9698162,IE
2276,110026398,IE
2277,32288831,IE
2279,69105795,IE
2280,7654430,IE
2284,10383101,IE
2289,46088881,IE
2294,1216094,IE
2295,5333773,IE
2296,1145657,IE
2297,21868582,IE
2301,56398437,IE
2302,21224317,IE
2303,5799885,IE
2304,12113097,IE
2305,27574276,IE
2307,7889846,IE
2310,18012609,IE
2311,6436223,IE
2313,4579658,IE
2314,16669361,IE
2315,5952567,IE
2318,7766197,IE
2319,16046542,IE
2320,13103528,IE
2322,57484845,IE
2324,20709970,IE
2325,21610643,IE
2326,30481036,IE
2327,5896025,IE
2328,13649278,IE
2329,31530338,IE
2330,4445815,IE
2331,18415074,IE
2333,6889136,IE
2334,11385175,IE
2335,7171726,IE
2336,24176726,IE
2340,348805,IE
2341,34298527,IE
2344,4684302,IE
2346,3191182,IE
2347,5020684,IE
2348,48396031,IE
2349,6394569,IE
2350,40301923,IE
2352,42058408,IE
2353,3828515,IE
2354,7058096,IE
2355,710435,IE
2356,26424200,IE
2357,73119395,IE
2358,11513,IE
2359,54536743,IE
2360,36340154,IE
2361,5139030,IE
2362,5500603,IE
2363,50862294,IE
2364,36235386,IE
2365,37605688,IE
2366,11858150,IE
2368,8778400,IE
2369,2402969,IE
2370,24637541,IE
2371,4622890,GB
2372,60866073,GB
2373,1237196,GB
2374,13427823,GB
2375,137111152,GB
2376,38610813,GB
2377,126157045,GB
2378,56111743,GB
2379,27788046,GB
2380,45188931,GB
2381,28819314,GB
2382,416390,GB
2383,93944772,GB
2384,4508542,GB
2385,44487975,GB
2386,15429674,GB
2387,83220806,GB
2388,1199525,GB
2389,133451964,GB
2390,91520258,GB
2391,8228243,GB
2392,21413858,GB
2393,5759543,GB
2394,19300421,GB
2395,6142248,GB
2396,112160688,GB
2397,31384949,GB
2398,11436874,GB
2399,15055195,GB
2400,26706841,GB
2401,43579369,GB
2402,143981117,GB
2403,84327488,GB
2404,31493268,GB
2405,16276747,GB
2406,86504940,GB
2407,35482263,GB
2408,27098959,GB
2409,5885760,GB
2410,4643325,GB
2411,88078594,GB
2412,57003346,GB
2413,42343152,GB
2414,159588326,GB
2415,7377874,GB
2416,17744555,GB
2417,103365981,GB
2418,21679362,GB
2419,97546350,GB
2420,31792110,GB
2421,14002983,GB
2422,272909,GB
2423,25493797,GB
2424,73206,GB
2425,731897,GB
2426,115170845,GB
2427,1170391,GB
2428,76759733,GB
2429,19022440,GB
2430,36310974,GB
2431,53916556,GB
2432,5875398,GB
2433,150137452,GB
2434,75683723,GB
2435,75822513,GB
2436,67389898,GB
2437,145339620,GB
2438,3250759,GB
2439,67171814,GB
2440,9460945,GB
2441,43484054,GB
2442,22528442,GB
2443,127645342,GB
2444,134494568,GB
2445,84099251,GB
2446,2386804,GB
2447,55416430,GB
2448,132493981,GB
2449,72248179,GB
2450,67016485,GB
2451,7381993,GB
2452,50893023,GB
2453,33535145,GB
2454,4412069,GB
2455,41874806,GB
2456,13459162,GB
2457,93688875,GB
2458,85527592,GB
2459,119331679,GB
2460,18478389,GB
2461,75953902,GB
2462,24132229,GB
2463,69242701,GB
2464,157235586,GB
2465,60528378,GB
2466,50939672,GB
2467,16471876,GB
2468,6273941,GB
2469,87400636,GB
2476,112332654,GB
2507,158309030,GB
2520,33406395,GB
2540,4811203,GB
2547,151630476,GB
2553,149931872,GB
2554,41272905,GB
2555,107842999,GB
2557,85343546,GB
2558,38999260,GB
2559,119939735,GB
2560,92754489,GB
2561,9046412,GB
2564,11161028,GB
2565,137337909,GB
2566,81599622,GB
2567,6100646,GB
2579,100264072,GB
2611,42133960,GB
2616,32318315,GB
2617,43098612,GB
2628,29474408,GB
2630,8575414,GB
2631,18999155,GB
2639,71483085,GB
2640,138125050,GB
2641,4074594,GB
2645,10301421,GB
2646,29599654,GB
2647,20354973,GB
2649,41243494,GB
2652,9345750,GB
2653,25220242,GB
2654,49847054,GB
2655,7530649,GB
2656,33119635,GB
2657,127388041,GB
2658,64075211,GB
2659,24383684,GB
2662,28602001,GB
2663,5116286,GB
2665,73975886,GB
2674,29540292,GB
2675,7591340,GB
2679,30036082,GB
2680,14026987,GB
2681,5617661,GB
2685,35740838,GB
2692,61989809,GB
2694,15850647,GB
2695,12180287,GB
2697,16496589,GB
2698,22943325,GB
2699,11963959,GB
2705,4858513,GB
2707,223837,GB
2708,10282461,GB
2710,44824883,GB
2711,45941903,GB
2713,68538597,GB
2714,3344685,GB
2715,8192509,GB
2718,2626261,GB
2719,4368838,GB
2720,13164153,GB
2721,4596358,GB
2722,5895486,GB
2724,44125660,GB
2727,7379751,GB
2728,4166936,GB
2729,11672704,GB
2730,15220898,GB
2731,14378267,GB
2733,14433136,GB
2734,110812,GB
2736,35855553,GB
2737,531153,GB
2741,22809267,GB
2742,56035852,GB
2743,5316099,GB
2745,4824134,GB
2746,17065991,GB
2747,22427047,GB
2748,8161922,GB
2749,7553206,GB
2751,6354911,GB
2752,3258936,GB
2754,11951948,GB
2755,7588197,GB
2756,45911840,GB
2757,18322003,GB
2758,34178791,GB
2759,19742661,GB
2760,71478086,GB
2761,20971541,GB
2762,18367465,GB
2763,21314656,GB
2764,156112178,SG
2765,132751434,SG
2766,23441110,SG
2767,119510688,SG
2768,80811491,SG
2769,30279227,SG
2771,41427900,SG
2772,31473854,SG
2773,133044048,SG
2774,6609117,SG
2775,9450240,SG
2776,140219903,SG
2777,36346470,SG
2778,65294773,SG
2779,151457318,SG
2780,90069050,SG
2781,149026863,SG
2782,4691420,SG
2783,5876945,SG
2784,138060703,SG
2785,50894018,SG
2786,81213541,SG
2787,42079702,SG
2788,110549695,SG
2789,149369903,SG
2790,21214752,SG
2791,11707879,SG
2792,149534411,SG
2793,121278575,SG
2794,5876605,SG
2795,145089158,SG
2796,24679550,SG
2797,47365329,SG
2798,142285693,SG
2799,136457184,SG
2800,1415047,SG
2801,15043107,SG
2802,12871942,SG
2803,4923572,SG
2804,145298686,SG
2805,29248859,SG
2806,122083505,SG
2807,40425527,SG
2808,158440679,SG
2809,51331327,SG
2810,128965064,SG
2811,36484565,SG
2812,21780402,SG
2813,68735517,SG
2814,12989115,SG
2815,16963542,SG
2816,49871190,SG
2817,34487116,SG
2818,14714973,SG
2819,150661695,SG
2820,134865908,SG
2821,26138119,SG
2822,111059491,SG
2823,4756170,SG
2824,13324751,SG
2825,45222681,SG
2826,1927018,SG
2827,105126357,SG
2828,4402387,SG
2829,110003921,SG
2830,127619106,SG
2831,17515766,SG
2832,47638,SG
2833,148391435,SG
2834,1051666,SG
2835,108584269,SG
2836,52555057,SG
2837,70053676,SG
2838,57427440,SG
2839,151073292,SG
2840,67002092,SG
2841,81210201,SG
2842,36223164,SG
2843,17610446,SG
2844,70419236,SG
2845,145134926,SG
2846,47643,SG
2847,6695185,SG
2848,45658386,SG
2849,135205222,SG
2850,15901314,SG
2851,52595255,SG
2852,7276912,SG
2853,158647492,SG
2854,4992851,SG
2855,98044153,SG
2856,132363292,SG
2857,128988270,SG
2876,30585460,SG
2890,130296554,SG
2897,16641462,SG
2898,76455855,SG
2899,124398566,SG
2907,20689609,SG
2910,135904637,SG
2919,76584692,SG
2920,21982709,SG
2922,15878560,SG
2923,99471885,SG
2924,50309540,SG
2926,3294750,SG
2929,88729906,SG
2930,43057486,SG
2931,26770844,SG
2932,92337140,SG
2935,6611643,SG
2936,13862041,SG
2937,17187084,SG
2939,120010005,SG
2941,85433860,SG
2942,42595139,SG
2943,120069209,SG
2946,109424402,SG
2947,66222681,SG
2948,123784321,SG
2949,24244288,SG
2950,6152723,SG
2961,138898432,SG
2974,97719127,SG
2979,142970719,SG
2983,144097755,SG
2984,117546324,SG
2986,108987329,SG
2987,5267270,SG
2991,66056240,SG
2995,120460380,SG
3006,40543261,SG
3010,135219971,SG
3011,136375170,SG
3014,63654500,SG
3015,150733296,SG
3017,141247089,SG
3020,53063913,SG
3021,114577881,SG
3022,284285,SG
3023,64526526,SG
3026,12425887,SG
3027,142038015,SG
3028,48629058,SG
3032,83967981,SG
3036,63128876,SG
3037,2113262,SG
3038,146355156,SG
3040,136998935,SG
3041,875812,SG
3042,98832882,SG
3043,70477845,SG
3051,10378346,SG
3052,20373753,SG
3053,12821757,SG
3056,4940476,SG
3057,12735118,SG
3059,8956777,SG
3063,3579525,SG
3064,1148190,SG
3065,29114065,SG
3067,7321477,SG
3068,46927750,SG
3070,10379319,SG
3071,32718543,SG
3072,46731504,SG
3073,9580938,SG
3074,7112184,SG
3077,48317795,SG
3078,11663167,SG
3079,15338250,SG
3081,5680465,SG
3083,83126923,SG
3084,353993,SG
3085,5778815,SG
3087,5247855,SG
3088,1393600,SG
3090,7761071,SG
3092,229794,SG
3095,1656694,SG
3096,4870273,SG
3097,2106870,SG
3098,12037564,SG
3099,132592,SG
3100,38794109,SG
3101,29319101,SG
3103,7930970,SG
3104,5398754,SG
3105,25390217,SG
3106,4428084,SG
3107,2410636,SG
3108,21063538,SG
3109,428846,SG
3110,5426240,SG
3112,7955372,SG
3113,11145485,SG
3115,5734751,SG
3117,14808426,SG
3118,70406116,SG
3119,6805412,SG
3120,1526929,SG
3122,6797622,SG
3123,28445,SG
3124,45952161,SG
3125,4824108,SG
3126,58693905,SG
3127,20162695,SG
3128,29209,SG
3130,19633348,SG
3131,6450269,SG
3132,7670005,SG
3133,50252854,SG
3134,5850417,SG
3135,36697449,SG
3430,16201093,DO
3431,15819476,DO
3432,73955707,DO
3433,130649256,DO
3434,121643735,DO
3435,126077038,DO
3436,116599798,DO
3437,20178778,DO
3438,7171777,DO
3439,22973591,DO
3440,82044776,DO
3441,1971963,DO
3442,52598215,DO
3443,17121175,DO
3444,161590825,DO
3445,75452445,DO
3446,152318644,DO
3447,141629396,DO
3448,136480388,DO
3449,140174980,DO
3450,132775710,DO
3451,144865781,DO
3452,129573050,DO
3453,86780799,DO
3454,33412160,DO
3455,139189192,DO
